Nom du tiers_First name,Poste du tiers_ Title of first name,Compétences(details about title of first name to take into account)
Ka,Creative Developer,JavaScript|React.js|WebGL|Unity 3D|C#|Réalité virtuelle|Réalité augmentée|Lens Snapchat|Lens Facebook Instagram|3D StudioMax|Développement web|Développement Mobile|Jeux vidéos|HTML5|CSS3
Cl,Design D'objet,Design produit|Modélisation 3D|Impression 3D|Rhinocéros|Plan technique|Decoupe laser|CAO|Adobe Photoshop|Adobe Illustrator|Adobe InDesign|Analyse des usages|Dessin|Recherche fournisseurs|Motifs|Identité de marque|Couleurs et matières|Design d'objet|Design espace|design industriel|Keyshot|Mise en plan|DAO
Ba,"Webdesigner Ux/Ui, Graphiste, Formateur",Webdesign|UI/UX|Identité visuelle|Wordpress|Développement Front-End|Créatif|Photographie|Graphisme|Intégration web|responsive|HTML5|CSS3|PHP|Adobe Photoshop|Print|Adobe Illustrator|Adobe InDesign|Design logo|Charte graphique|Graphisme print
Kl,Développeur Javascript Natif Reactjs React Native,React.js|React Native|JavaScript|GraphQl|HTML5|Bootstrap4|CSS|Git|Wordpress|Adobe Photoshop|GIMP|SASS|Scrum|jQuery|CSS3|Graphisme 3D|Sketchup
Ma,Développeur Software,Java|SQL|HTML5|CSS3|Angular|Scrum
Er,Developpeur Fullstack C#.Net,C#|ASP.NET MVC|AngularJS|Microsoft Azure|SQL|JavaScript|HTML5|CSS3|PHP|jQuery|Bootstrap|MySQL|Développement web|Programmation C#|CSS|Git|Développement Back-End|HTML
Th,Développeur Logiciel,C++|JavaScript|C#|Node.js|Microsoft Word|Cisco|WINDEV|Python
Cé,Développeur Ruby On Rails Fullstack,Ruby on Rails|PHP|HTML5|CSS3|JavaScript|Bootstrap|Accessibilité|jQuery|MySQL|Wordpress|Développement Front-End|Développement web
Cé,Webdesigner/Graphiste,Webdesign|Graphisme|junior|Développement
Ti,Lead Developer Fullstack Js Aws,Amazon Web Services|React.js|Vue.js|Node.js|Serverless|amplify|AngularJS|CSS|Express|MySQL|SQL Server|HTML5|JavaScript|jQuery|Bootstrap|CSS3|PHP|Développement web|Développement Front-End|Git
Me,"Directrice Artistique, Ui/Ux Designer, Intégrateur",Direction artistique|User Experience Design|User Interface Design|Webdesign|Intégration Responsive|Prototype|Wordpress|Wireframing|Intégration web|Développement web|CMS|Motion design|Adobe Creative Suite|HTML5|CSS3|JavaScript|jQuery|Bootstrap|Sound design|Design logo|Graphisme|Charte graphique|Identité visuelle|Adobe Illustrator|Adobe Photoshop|Adobe InDesign|Adobe After Effects|Sketch|Invision|Développement Front-End|PHP|HTML|Mobile Design
Ma,Scrum Master / Développeur Javascript Full Stack,JavaScript|Vue.js|React.js|HTML5|CSS3|PHP|Java|JavaServer Faces|Maven|Hibernate|Jenkins|Debian|Git-SVN|Spip|Wordpress|Administration système|Google AdWords|SEO|MySQL|LESS|SASS|Bootstrap|XML
An,"Développeur Web Full Stack (Php, Symfony)",PHP|MySQL|Symfony|jQuery|JavaScript|REST|Responsive design|Wordpress|HTML5|CSS3|Bootstrap|API|MVC|Intégration web|CRM|CMS|Linux|Java|Développement web
Es,Chef De Projet Digital E-Commerce,E-commerce|Webmarketing|Community management|Start-up|Acquisition trafic|Stratégie commerciale|SEO|e-santé|Wordpress|HTML|Stratégie webmarketing|Google Analytics|Facebook Marketing|Google AdWords|SEA|Business development|Audit SEO|Stratégie de communication|SEM|Marketing|Web analytics|Stratégie de positionnement|Réseaux sociaux|Communication digitale
Am,Developpeur Symfony Angular,Symfony 4|Angular|Wordpress|PHP|JavaScript|HTML5|CSS3|Bon communicant avec sens du relationnel|Expérience du monde professionnel|Capacités d'adaptations|Dynamique|Bootstrap|Développement web|Doctrine|twig|SQL|Git|Développement Back-End|CSS
Ad,Assistante Virtuelle / Service Client,Service client|Support utilisateur|assistante|Italien|administratif|Commercial|Marketing|Gestion de projet technique|Design logo|transcription|Anglais|Emailing|Carte de visite|Français|Traduction Italien Français|Flyer|Traduction Français Anglais|customer care|Rédaction web|Adobe Photoshop|Adobe Illustrator|Cartes de Voeux|Design Newsletter|Email marketing|Business development|Microsoft Excel|translation
Ju,Community Manager / Social Media Manager,Community management|Stratégie de communication|Communication digitale|Réseaux sociaux|Marketing de contenu|Rédaction web|Adobe Creative Suite|Instagram|Facebook|Rédaction
Iv,"Full Stack Developer React.Js, Node.Js, Php",React.js|Node|TypeSc|PHP|laravel|symfon|java|css|jque|javas|Android|MySQL|MongoDB|Chatbot|C#|Bootstrap|jQuery|CSS3|HTML5|JavaScript|AngularJS|Git|Développement Front-End|Wordpress|Node.js
Ho,Expert Php / Laravel - Vuejs / Devops,Laravel|AngularJS|DevOps|PHP|Git|Zapier|JavaScript|HTML5|MySQL|CSS3|jQuery|Wordpress|Bootstrap|Node.js|Développement web
Th,Développeur Fullstack & Logiciel,PHP|HTML|C++|Figma|Git|Linux|C#|C|MySQL|Bootstrap|Docker|JQuery|Python|Microsoft Office|Github|Graphisme|Trello|UNIX|Windows|Wordpress|.NET|AngularJS|Node.js|HTML5|CSS|CSS3|Typescript|Javascript|Shellscript
Sa,Designer Produit / Industriel,Design produit|design industriel|conception|Prototype|Objets connectés|Start-up|Direction artistique|Mobilier|Photographie|Graphisme|Scénographie|3D rendering|Keyshot|CAO|SolidWorks|Rhinoceros|Adobe Photoshop|Adobe Illustrator|Adobe InDesign|Design|Modélisation 3D
Ty,D.A / Graphiste / Webdesigner,Graphisme|Webdesign|Design produit|Branding|Gestion de contenus print et web|User Interface Design|Développement web|Design logo|Identité visuelle|Adobe Illustrator|Charte graphique|Illustration|Direction artistique|Adobe Photoshop|Adobe InDesign|Graphisme print|Flyer
Ad,Consultant Marketing Et Gestion De Marque,Marketing|Branding|Conseil|Business development|Stratégie commerciale|Stratégie de communication|Communication digitale|Marketing de contenu|Stratégie d'entreprise
Ha,Webdesigner - Graphiste,Webdesign|Design logo|Charte graphique|Identité visuelle|Communication print|Wordpress|Affiche|Bootstrap|HTML5|Illustration|Adobe Illustrator|CSS3|Adobe Photoshop|Adobe InDesign|Graphisme print|Direction artistique|Mise en page|Flyer|User Interface Design|Carte de visite|Edition|User Experience Design|Adobe After Effects|Graphisme
No,Developpeur Reactjs | Reactnative,Adobe Illustrator|Adobe Photoshop|Sketch|React.js|React Native|Kotlin|PostgreSQL|SQL Server|ASP.NET|Java|Développement Mobile|Internet des objets|HTML5|PHP|JavaScript|MySQL|CSS3
Ke,Data Analyst / Developpeur Power Bi / Dev Wix,CERTIFIÉ Microsoft Power Bi|google data studio|nettoyage de données|Data visualisation|Python|Pandas|Designer wix|web scraping
Cy,Développeur Web Fullstack,Développement web|JavaScript|PHP|Laravel|DevOps|Node.js|React.js|Django|CSS3|HTML5|MySQL|jQuery|Bootstrap|Wordpress|Cassandra|PostgreSQL|Linux|Python|Git|Développement Front-End|CSS|Développement Back-End
Ni,Coach Agile / Scrum Master,Méthode agile|Scrum|Coaching|Atlassian JIRA|CTO|Lean startup|Start-up|User Experience Design|product ow|Transformation digitale|Gestion de projet|Management d'équipe|Kanban|Gestion asserive des conflits|pratiques managériales|savoir être relationnel|compétitivité|eco-design|innovation|économie circulaire
Le,"Développeur Javascript, Angularjs",JavaScript|Java|C|Python|AngularJS|PHP|jQuery
Fl,Senior Intégrateur Html5 Css3 Bootstrap4 Wordpress,HTML5|CSS3|Responsive design|Bootstrap 4|Mobile first|SASS|Git|Emailing|Magento|Wordpress|Bootstrap|AngularJS|Bootstrap 3|Intégration Responsive|jQuery|SVG|Gulp|yarn|flexbox|PixelPerfect|User Experience Design|Atlassian JIRA|Méthode agile|shadow dom|Symfony|ACF
Je,Développeur Ror Full Stack,Ruby on Rails|HTML5|CSS3|jQuery|Bootstrap|LAMP|Git|Amazon Web Services|JavaScript|MySQL
Ya,Développeur Front + Back + Expertise Bots,Node.js|HTML5|CSS3|AngularJS
Me,Développeur React Native,JavaScript|Node.js|React.js|React Native|SQL|Amazon Web Services|Amazon Redshift|HTML5|CSS3|MySQL|Bootstrap
Cl,Packshot / Retouche Photo,Retouche photo|PAO|Adobe Photoshop|Packshot|Adobe InDesign|Adobe Illustrator|Mise en page|Photographie|Graphisme|Design logo
Ma,Développeur & Intégrateur Wordpress / Webdesign,Wordpress|HTML5|CSS3|E-commerce|Responsive design|Graphisme|Site vitrine|Adobe Creative Suite|Webdesign|PHP|Adobe Illustrator|Adobe Photoshop
Mo,"Chef De Projet Applicatif, Scrum Master",Agilité Scrum|affectation des tâches|suivi des développemnts|Scrum|Spécifications fonctionnelles|Atlassian JIRA|Atlassian Confluence|Réalisation d'études|Elaboration des plannings|Relations utilisateurs|plan de test|support techenique|Gestion de projet|Chiffrage|Gestion de projet web|Kanban|PMO|Transformation digitale|MOA
Ca,Sustainable Fashion Consultant,Instagram Marketing|Etude marketing|Réseaux sociaux|Traduction Français Anglais|Business plan|Branding|Développement produit|Stratégie de communication|Stratégie d'entreprise|Mode|Fashion|Conseil|Product management|Prototype|E-commerce|sustainable production|manufacturers|collaborations|Rédaction web|Communication digitale|Community management|Rédaction
Ma,Développeur C++ / C#,C++|Qt|C#|Python|Windows Presentation Foundation|MySQL|Android|Java|.NET|SQL|Git|JavaScript
Ni,Expert Akeneo & Leader Technique,Magento|Akeneo|Symfony|E-commerce|PHP|MySQL|JavaScript
Cl,Dev Front-End / Illustratrice / Pirate Gentil,Illustration|Intégration web|HTML5|CSS3|JavaScript|React.js|PHP|Bootstrap
Da,Cheffe De Projets/Consultante Économie Circulaire,economie circulaire|ecologie industrielle|eco-conception|gestion des ressources|gestion des déchets|BTP|développement économique|économie de la fonctionnalité|formation|Environnement
Lo,Développeur Full Stack Scala,Scala|ReactNative|React.js|Akka|Play framework|Apache Spark MLlib|Git|PostgerSQL|Docker|Scrum|Scalajs|slick|Méthode agile|AngularJS|HTML5|NestJS|CSS3|JavaScript|SQL|Material Design|jQuery|Bootstrap|Node.js|Prisma|Swagger|Jest|Typescript
Pi,"Intégrateur Wordpress, Woocommerce, Php, Jquery",Wordpress|E-commerce|WooCommerce|Développement web|Plugin Wordpress|Spécifications fonctionnelles
An,"Expert Seo, Wordpress & Analytics ",SEO|Wordpress|Google Analytics|Webmarketing|Audit SEO|Formation SEO|Google Search Console|Acquisition trafic|Optimisation On-Page|Optimisation Off-Page|Rédaction SEO|HTML5|CSS3|Stratégie de positionnement|Netlinking SEO|Quickwins SEO|Stratégie de contenu|Optimisation sémantique|référencement naturel|Outils SEO|Screaming Frog|Ahrefs|Semrush|Majestic SEO
Yo,Intégrateur Web ? Html Css Js ? Accessibilité,Intégration web|HTML|CSS|Intégration Responsive|Accessibilité|React.js|Drupal|Wordpress|HTML5|CSS3|JavaScript|Responsive design|SASS|jQuery|LESS|Gulp|NPM|Git|Bootstrap|Bootstrap 3|CMS|Kirby|Développement web|Bower
El,Consultant Marketing Senior,Stratégie d'entreprise|Stratégie webmarketing|Stratégie de communication|webmarketing|Gestion de projet|Brand content|Management d'équipe|Traffic Management|CRM|emailing|Marketing|Marketing de contenu|Communication digitale|Réseaux sociaux|Communication|Community management
Ro,Webdesigner / Infographiste,Webdesign|Infographie|Intégration web|Graphisme print|Wordpress|Prestashop|Site vitrine|Site marchand|E-commerce|Responsive design|Bootstrap|Adobe Photoshop|Adobe Illustrator|Adobe InDesign|Adobe After Effects|Adobe Premiere|HTML5|CSS3|JavaScript|PHP|SEO|Design Newsletter|Retouche photo|Retouche vidéo|Montage photo|Montage vidéo|Conception|Mise en page
El,Architecte D.E (Bim) I Webdesigner I Dessinateur,Architecte|Modélisation rendu|Formation logiciel architecture|Charte graphique|Revit|Design logo|Dessin Illustration|concepteur projet|Scénographie|Graphisme|Webdesign|Photographie|mise en page|réalisation portefolio|réalisation book|Retouche photo|Carte de visite|Gestion de projet|Réalisation vidéo|Adobe Photoshop|Adobe InDesign|Sketchup|Autocad|Adobe Illustrator|BIM|Formation Photoshop|Formation Réseaux Sociaux|Formation Wordpress
Da,Designer Produit,Design produit|rhinoceros|keyshot|Impression 3D|vray|Graphisme|Adobe Photoshop|Adobe Illustrator|Adobe InDesign|maquettes|Charte graphique|Design logo|Mise en page|Design|Sketchup|architecture d'intérieur|architecte d'intérieur|design industriel|CAO|Mobilier
Bé,Cheffe De Projets / Consultante En Communication,Gestion de projet|Stratégie de communication|Communication digitale|relations publiques|International|Projets culturels & artistiques|Luxe|Evénementiel|Programmation artistique|Médiation|Management d'équipe|Gestion de projet web|Communication|Marketing|Relations presse|Réseaux sociaux|Conseil
Ab,Développeur Php,Symfony|MySQL|PHP|REST|JavaScript|jQuery|PostgreSQL|PL/SQL|Git-SVN|LESS|Bootstrap|Gestion de projet|Conception rédaction|Méthode agile|Scrum|Vagrant|CSS3|AngularJS|Git|Développement Front-End|React.js|Java|CSS|Développement web
Op,Graphiste & Traductrice Freelance,Graphisme|Webdesign|Traduction Français Anglais|Traduction Espagnol Français|Correction|Edition|Wordpress|Adobe InDesign|Adobe Illustrator|Illustration|Graphisme print|Rédaction|Rédaction web|Relecture|Français|Espagnol|Anglais|Affiche|Site vitrine
Ma,Designer Produit / Industriel - Graphisme,Design produit|Adobe Photoshop|Adobe Illustrator|SolidWorks|Rhinoceros|Keyshot|rendus 3D|CAO
Ré,Consultant Stratégie & Développement,Business analysis|Business plan|Business model|Finance|Stratégie de positionnement|Stratégie commerciale|Stratégie de communication|Start-up|Stratégie d'entreprise|Business development|Marketing
Ba,Service Designer,User Experience Design|User Interface Design|Motion design|Webdesign|Sketch|Design produit|Mobile Design|webflow|Adobe Creative Suite|Gestion de projet web|Identité visuelle|Charte graphique|Adobe Illustrator|Design logo|Graphisme|Prototype|Adobe InDesign|Adobe Photoshop|Graphisme print|Illustration|Flyer
Fr,Développeur Web Fullstack,Développement Mobile|Développement web|Android|DevOps|API|Cordova|Développement Back-End|iOS|Phonegap|JavaScript|Java|Kotlin|Angular|Vue.js|Nest.js|Node.js|Docker|Robolectric|Travis|Bitriser|Lint|Sonar|Fastlane|HockeyApp|AppStore|PlayStore|Amazon Web Services|Microsoft Azure|Agility|Testing|Code quality
Ol,Développeur Ios/Swift Senior,iOS|Swift|Objective-C|REST|Méthode agile|iPhone|iPad|Xcode|Développement Mobile|Application Mobile
Ha,Développeur Web / Mobile Full Stack,Node.js|Vue.js|ASP.NET MVC|Express.js|MySQL|MongoDB|Amazon Web Services|JavaScript|SQL SERVER|Docker|HTML5|CSS3|Ionic|Cordova|User Interface Design|Github|PHP|Linux|Wordpress|Laravel|Bootstrap|Java|jQuery
Au,Architecte Logiciel,MVVM|C++|Python|Spécification|Conception|Développement|Test|Mise en Production|C#|Windows Presentation Foundation|Ddd|Cqrs|Event sourcing|Scrum masger|Deep Learning|SQL Server|MySQL|PostgreSQL|Data science
An,Chargé De Communication / Chef De Projet,Stratégie de communication|Rédaction web|Développement web|Graphisme|Réalisation vidéo|Réseaux sociaux|Relations presse|Nouvelles écritures|Storytelling|Gestion de projet|Management d'équipe
Ma,Graphiste / Directrice Artistique,Adobe Creative Suite|Design logo|Retail design|signaletique|Identité visuelle|Charte graphique|Graphisme|Graphisme print|Adobe Illustrator|Adobe InDesign|Webdesign|Adobe Photoshop|Illustration
Ba,Développeur Sénior C# Asp.Net,C#|.NET|ASP.NET MVC|ASP.NET|HTML5|jQuery|SQL|CSS3|HTML|CSS|JavaScript|Microsoft Visual Studio|Bootstrap|Transact-SQL
Fr,Développeur Expert C#/Wpf,C#|Windows Presentation Foundation|Xaml|Visual Studio|WCF|Entity Framework|MVVM|SQL|Git|Azure DevOps|Gimp|Inkscape
Di,Product Designer Ux/Ui & Da,UI Design|Mobile Design|Design system|Webdesign|Direction artistique|Product Design|Mobile first|UX Design|Logo Design|Sketch|Adobe Photoshop|Adobe Illustrator|Adobe InDesign|Invision|Communication digitale|Marketing|SEO|Développement web|Intégration web|Rédaction web|Webmastering|Webmarketing|Anglais|Graphisme|Identité visuelle|Charte graphique|Illustration|Graphisme print|Affiche|Flyer|User Experience Design|User Interface Design|Application Mobile
Is,Directeur De Projet,Gestion de projet|Architecture SI|Management d'équipe|Développement Mobile|Microsoft Azure|Product management|AMOA|Transformation digitale|Méthode agile|Conduite du changement
Al,Dir. Artistique - Illustratrice - Photographe,Direction artistique|Illustration|Packaging|Identité visuelle|Adobe InDesign|Adobe Photoshop|Medias|Adobe Illustrator|Design logo|Graphisme|Charte graphique|Webdesign|Graphisme print|Affiche|Mise en page|Carte de visite|Flyer|Plaquette|Edition|User Interface Design|Adobe After Effects
Pi,Ux - Ui Designer Senior - Agile,Méthode agile|User Experience Design|Webdesign|Adobe XD|User Interface Design|Zeplin|Responsive design|Charte graphique|Adobe Photoshop|Direction artistique|Mobile Design|Design logo|Identité visuelle|Adobe InDesign|Adobe Illustrator|Graphisme|Sketch|Wordpress|Graphisme print|Mise en page
Sa,Développeur Web Back-End Ruby On Rails,Ruby on Rails|Ruby|JavaScript|jQuery|HTML5|CSS3|Git|API|SAAS|Bootstrap|Bootstrap 3|PostgreSQL|MySQL|Ajax|SQLite|Fondamentaux du marketing digital|React.js
Em,"Développeur Back End, Consultant Progiciel",odoo|Python|Java|Zoho|CRM|Gestion de projet web|Développement web|Linux|SQL|PostgreSQL
Th,Chef De Projet Senior,Gestion de projet|Product management|Gestion de projet technique|Développement produit|Internet des objets|Méthode agile|Management d'équipe|AMOA|Conduite du changement
Va,"Developpeur .Net/C#, Nodejs",C#|ASP.NET|Angular|NUnit|Moq|Autofac|React.js|TDD|SOLID|Software Craftmanship|Node.js|Python|Wordpress|C|HTML5|CSS3|jQuery|Linux|Git|Bootstrap|Docker|MySQL|CSS|Développement web
Jo,Ingénieur Développeur - Ios & .Net,iOS|Swift|.NET|Développement Back-End|Développement Mobile|C#|Développement Front-End|iPhone|Xcode
Wa,Créateur De Site Web / Marketeur Digital ,Développement web|Webmarketing|Facebook Marketing|Instagram Marketing|Webdesign|Site vitrine|Stratégie webmarketing|Réseaux sociaux|Google AdWords
Jé,Développeur Fullstack Junior,Développement Front-End|Développement Back-End|JavaScript|PHP|Symfony|React.js|Node.js|Responsive design|SQL|Java|jQuery|CSS3|Bootstrap|HTML5|CMS|Wordpress|MySQL|Développement web|CSS|Git
Lu,Graphiste & Experte Powerpoint,Graphisme|Microsoft Powerpoint|Graphiste powerpoint|Powerpoint|Slide Powerpoint|Présentation powerpoint|Direction artistique|Webdesign|Identité visuelle|Charte graphique|Communication print|Développement web|Design logo|Flyer|Plaquette|Catalogue|stands salon|Affiche|Site vitrine|User Experience Design|Community management|Stratégie de communication|Design Bannières|Carte de visite|Créatif|Adobe Photoshop|Adobe Illustrator|Adobe InDesign|Graphisme print|Mise en page|Infographie|panneaux stand|carte de voeux|Edition|Presse Magazine|poster|bâche
Cl,Developpeur Expertise Base De Données,PL/SQL|Oracle|MySQL|SQL|Java|UNIX|Wordpress|JavaScript|HTML5|Linux
Lu,Développeur Java Full Stack,Java|JavaScript|python|sql|postgre|HTML5|CSS3|Bootstrap|Matlab|MySQL|jQuery|Git|Développement web|Node.js|CSS|Développement Back-End
Vi,"Développeur Web Fullstack, Wordpress Et Prestashop",Développement web|Html5|PHP|CSS3|jQuery|JavaScript|Wordpress|Prestashop|Gestion de projet web|Conseil|Intégration Responsive|Eclipse|SQL Server|MySQL|Bootstrap|AngularJS|CSS
Am,Développeur Web Full Stack,Fullstack|Angular|Node.js|automated tests|Docker|Intégration continue|MongoDB|AngularJS|Redis|Yii|Symfony|flood tests|Jenkins|Amélioration continue|Grunt|Gulp|Google Analytics|MySQL|PostgreSQL|REST|UDP|Websocket|Microsoft Azure|Git|AB Tasty|Amazon Web Services|OAuth|SSO|integ|e2e testing|Warp 10
Ju,Rédactrice Web Et Social Media Manager,Stratégie éditoriale|Stratégie de communication|Communication digitale|Rédaction SEO|Rédaction web|Réseaux sociaux|Stratégie webmarketing|Communication|Relation clients|Management d'équipe
So,Consultant C# .Net Core Asp.Net Mvc Wpf Xamarin,.NET|ASP.NET MVC|ASP.NET|C#|.net core|Windows Presentation Foundation|SQL Server|Windows Phone|VB.NET|Xamarin|WCF|Microsoft Visual Studio|Transact-SQL|Entity Framework|JavaScript|SQL|MySQL|HTML5|CSS3|jQuery|Bootstrap
Co,Ingénieur Web Javascript React Nodejs Wordpress,JavaScript|React.js|Node.js|Test Driven Developpment|Solidity|Wordpress|WooCommerce|Formation Solidity|HTML5|CSS3|PHP|jQuery|Développement Front-End|Bootstrap|MySQL
Fr,"Consultant Coach En Stratégie, Organisation,Équipe",Stratégie d'entreprise|coaching d'équipe|Coaching individuel|Coaching|organisation|Management d'équipe|Accompagnement|marque employeur|socialselling|Business development|Business plan|Business model|Transformation digitale|Stratégie commerciale
Pa,Développeur (Php-Symfony-Laravel-Js-Python-Django),PHP|Symfony 3|débogage wordpress|HTML5|JavaScript|Django|Python|Laravel 5|CSS3|MySQL|jQuery|Bootstrap|Docker
Je,Consultant Management Si,Management d'équipe|Conduite du changement|Gestion de projet|AMOA|PMO|Product management|Scrum|Transformation digitale|Stratégie SI
Sa,Consultante En Communication Et Relations Media,stratégie de communication|Communication 360°|Charte graphique|Design logo|Storytelling|Conception rédaction|Relations presse|Evénementiel|Moodboard|Médias|Graphisme|Branding|Brand content|Réseaux sociaux|Design|Photographie|Business development|Coaching|Coaching individuel|Communication|Communication digitale|Communication print|Communication visuelle|Edition|Adobe Photoshop|Adobe Illustrator|Adobe InDesign
Al,Développeur .Net,.NET|C#|SQL|Microsoft Visual Studio|ASP.NET MVC|ASP.NET|Méthode agile|jQuery|JavaScript|HTML|CSS|MySQL|Holacracy|SQL Server|Windows Forms|React.js
El,Chef De Projet Digital Learning,Chef de projet Digital Learning|Ingénieure pédagogique multimédia|Conception elearning/mobile learning|Conseil stratégie Digital Learning|Digital Learning Designer|Gamification|Storytelling
Ju,Data Scientist,Data science|Machine learning|Python|Deep Learning|TensorFlow|NLP|Formation|Scikit|Data mining|Data visualisation|Pandas|SQL|Analyse de données|Keras|SEO|Scikit-learn
Er,Ingénieur Data Scientist / Fullstack Web,React.js|Node.js|Meteor.js|Vue.js|Data science|Développement web|Fullstack|Algorithmes|Mathématiques|redux|Méthode agile|Business intelligence|Scala|Google Golang|Modélisation mathématique|Electron|Vulcan.js|Python|graphQL|Développement Back-End|Développement Front-End|JavaScript
In,Chef De Projet & Product Owner,Conception UML|TFS|SQL|SOAP|REST|MS Power BI Desktop|web Services|Mantis|Microsoft Office|SQL Server|Gestion de projet|Recette fonctionnelle|User Testing|Développement web|Développement Back-End|Conception|Spécifications fonctionnelles|cadrage|maquettage|IHM|SGBD|Conseil|Services|défense & Sécurité|Télécommunication|Transport|Santé|Power Designer|Microsoft Excel|Microsoft Word|Microsoft Powerpoint|Microsoft Visual Studio|UML|Sonar|WCF|Windows Presentation Foundation|SOA|Java|Swing|client lourd|Power AMC|JSON|Apache subversion|Tortoise|KM (Office 365)|Paiement|SEPA|HTML|Hibernate
Ki,Consultant Stratégie - Data Science,Stratégie d'entreprise|Conseil|Data science|Data visualisation|Big Data|Gestion de projet|Machine learning|Business model|Conduite du changement
Fl,Rédactrice Web Santé,Rédaction web|SEO|Santé|Médical|rédacteur santé|HTML|Wordpress|transcription de comptes-rendus|Journalisme|Marketing de contenu|Rédaction SEO|Rédaction|Blog|interview
Hu,Développeur Ios,Développement Mobile|iOS|Swift|RxSwift|User Experience Design|Sketch|Realm|Objective-C|Méthode agile|Xcode|Application Mobile|iPhone|iPad
Br,"Développeur Senior Vb.Net, C#, Wpf, Mvvm",VB.NET|C#|MVVM|WPF|VBA|UML|Learning Management System|Formation
Bo,Développeur Web Junior,Java|Spring|Spring boot|Docker|Ember.js|Bash|JavaScript|Hibernate|Node.js|HTML5|MySQL|Bootstrap|jQuery|PHP|CSS3|React.js
Au,Site Wordpress - Woocommerce | Webdesign | Seo,Wordpress|WooCommerce|Formation Wordpress|DIVI|SEO|Webmarketing|Webmastering|Webdesign|Design logo|Responsive design|Google Analytics|Licence 4890119871|Licence 4041972373|Licence 4325470043|Licence 4956269113|Licence 9934832463|Graphisme|Adobe Illustrator|Identité visuelle|Charte graphique|Adobe Photoshop
Ju,Développeur,C++|C#|GO|DynamoDB|Docker|Node.js|Kubernetes|Amazon Web Services|MongoDB|Git|MySQL|JavaScript|React.js
Is,Photographe Professionnel,Portrait|Photo de studio|Studio mobile|Sculptures|Photo professionnelle en entreprise|Chantiers|Paysage|Corporate|Reportage|Architecture|Art-thérapie|Chevaux|Retouche photo|Adobe Lightroom|Adobe Photoshop|Italien bilingue|Adobe InDesign|Anglais|Photographie|Packshot|Montage photo
Ro,Programmeur Web Sur-Mesure Et Expert Réseau,PHP-HTML5-CSS3-Javascript-jQuery-SQL|Sites vitrine/e-commerce|Appli web|Bootstrap 4|SEO|API|Responsive design|Codeigniter|Gestion de projet web|Webmastering|Développement web|Intégration web|Google Analytics|Google AdWords|Administration réseaux|Audit réseau|Configuration réseau|PHP|HTML5|CSS3|JavaScript|jQuery|SQL|E-commerce|Site vitrine
Fr,Développeur Front-End (Angular/Ionic) & Gameplay,Ionic|JavaScript|Node.js|Développement Front-End|Angular 2|React.js|Unity|C#|Android|Express|MongoDB|Git|Java|Développement Back-End|Développement web|SQL|AngularJS|HTML5|HTML|Angular
Ro,Developpeur Fullstack / Reactjs / Nodejs,Développement web|Node.js|Fullstack|MySQL|Développement Front-End|Développement Back-End|Socket.IO|HTML5|CSS3
Ar,"Directeur De Projet Digital, Com & Marketing",Gestion de projet web|Communication digitale|Management d'équipe|Communication|Marketing|Webdesign|Wordpress|Symfony|Drupal|Stratégie de communication|Gestion de projet|Anglais|SEO|CMS|CRM|Marketing direct
Ju,Créateur D'expériences Clients/Management/Sales,Management d'équipe|Relation client|MBTI|Expérience Client|Service client|Ressources humaines|consulting|Conseil|PArcours collaborateur|techniques de vente|Stratégie commerciale|Commercial|Webmarketing|Recrutement|Formation|Coaching|développement personnel|Coaching individuel
Qu,Sites Wordpress Écoresponsables Et Sécurisés,Wordpress|Écoresponsable|Sécurité|Optimisations|SEO|Conseil|Formation Wordpress|MySQL|PHP|jQuery|JavaScript|SASS|CSS3|Bootstrap|HTML5|Fullstack|Développement Back-End|Développement Front-End|Développement web|Intégration web|Administration système
Da,Expert Pipedrive Hubspot Crm Marketing Automation,Stratégie webmarketing|Marketing Automation|Inbound marketing|CRM|Pipedrive|HubSpot|Mautic|Google Analytics|Lead Nurturing|Marketing de contenu|Email marketing|Stratégie de communication|Acquisition trafic|Planning stratégique|Transformation digitale|Stratégie d'entreprise|Webmarketing|Réseaux sociaux|B2B|Lean startup|LinkedIn Marketing|Branding|Stratégie commerciale|Innovation|Brand content|Business development|Stratégie de positionnement|Business model|Start-up|Création d'entreprise|Growth hacking|Stratégie SI|Amazon Web Services|Google cloud|Conseil|Business plan|Business intelligence|E-commerce|Sales Force Automation|Google Data Studio
Th,Développeur Fullstack Ruby On Rails,Ruby on Rails|Heroku|Rspec|CircleCI|PostgreSQL|GitHub|HTML5|CSS3
Pa,Développeur Web Et Mobile,Développement Mobile|Xamarin|JavaScript|Java|AngularJS|Android|iOS|Spring MVC|Hibernate|MySQL|java fx|REST|SQL
Be,Développeur Fullstack (Front End & Back End),Développement Front-End|Développement Back-End|Méthode agile|PHP|Node.js|Angular|Scrum|Laravel|JavaScript|SAFE|Linux|MySQL|noSQL|TDD|User Experience Design|User Interface Design|Responsive design|CMS|REST|SOAP|SEO|Amazon Web Services|Ionic|SASS|LESS|Site vitrine|E-commerce|W3c
Ch,Monteur Et Etalonneur Vidéo,Montage vidéo|Etalonnage films|www.christophebene.com|www.christophebenecolorist.com|Colorimétrie films|studio montage video|Adobe Premiere|Davinci resolve|Vidéo|avid|Post production|Film d'entreprise
